IDX,dataset,corruption,severity,fileindex,filename,label,filepath,binarylabel
6836,MRI,clean,clean,Tr-pi_0021,Tr-pi_0021.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0021.jpg,1
6837,MRI,clean,clean,Tr-pi_0022,Tr-pi_0022.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0022.jpg,1
6838,MRI,clean,clean,Tr-pi_0027,Tr-pi_0027.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0027.jpg,1
6839,MRI,clean,clean,Tr-pi_0031,Tr-pi_0031.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0031.jpg,1
6840,MRI,clean,clean,Tr-pi_0032,Tr-pi_0032.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0032.jpg,1
6841,MRI,clean,clean,Tr-pi_0033,Tr-pi_0033.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0033.jpg,1
6842,MRI,clean,clean,Tr-pi_0034,Tr-pi_0034.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0034.jpg,1
6843,MRI,clean,clean,Tr-pi_0035,Tr-pi_0035.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0035.jpg,1
6844,MRI,clean,clean,Tr-pi_0037,Tr-pi_0037.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0037.jpg,1
6845,MRI,clean,clean,Tr-pi_0038,Tr-pi_0038.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0038.jpg,1
6846,MRI,clean,clean,Tr-pi_0040,Tr-pi_0040.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0040.jpg,1
6847,MRI,clean,clean,Tr-pi_0042,Tr-pi_0042.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0042.jpg,1
6848,MRI,clean,clean,Tr-pi_0043,Tr-pi_0043.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0043.jpg,1
6849,MRI,clean,clean,Tr-pi_0045,Tr-pi_0045.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0045.jpg,1
6850,MRI,clean,clean,Tr-pi_0048,Tr-pi_0048.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0048.jpg,1
6851,MRI,clean,clean,Tr-pi_0050,Tr-pi_0050.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0050.jpg,1
6852,MRI,clean,clean,Tr-pi_0052,Tr-pi_0052.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0052.jpg,1
6853,MRI,clean,clean,Tr-pi_0054,Tr-pi_0054.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0054.jpg,1
6854,MRI,clean,clean,Tr-pi_0056,Tr-pi_0056.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0056.jpg,1
6855,MRI,clean,clean,Tr-pi_0061,Tr-pi_0061.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0061.jpg,1
6856,MRI,clean,clean,Tr-pi_0067,Tr-pi_0067.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0067.jpg,1
6857,MRI,clean,clean,Tr-pi_0068,Tr-pi_0068.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0068.jpg,1
6858,MRI,clean,clean,Tr-pi_0069,Tr-pi_0069.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0069.jpg,1
6859,MRI,clean,clean,Tr-pi_0070,Tr-pi_0070.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0070.jpg,1
6860,MRI,clean,clean,Tr-pi_0072,Tr-pi_0072.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0072.jpg,1
6861,MRI,clean,clean,Tr-pi_0073,Tr-pi_0073.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0073.jpg,1
6862,MRI,clean,clean,Tr-pi_0075,Tr-pi_0075.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0075.jpg,1
6863,MRI,clean,clean,Tr-pi_0076,Tr-pi_0076.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0076.jpg,1
6864,MRI,clean,clean,Tr-pi_0078,Tr-pi_0078.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0078.jpg,1
6865,MRI,clean,clean,Tr-pi_0080,Tr-pi_0080.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0080.jpg,1
6866,MRI,clean,clean,Tr-pi_0081,Tr-pi_0081.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0081.jpg,1
6867,MRI,clean,clean,Tr-pi_0082,Tr-pi_0082.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0082.jpg,1
6868,MRI,clean,clean,Tr-pi_0084,Tr-pi_0084.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0084.jpg,1
6869,MRI,clean,clean,Tr-pi_0087,Tr-pi_0087.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0087.jpg,1
6870,MRI,clean,clean,Tr-pi_0088,Tr-pi_0088.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0088.jpg,1
6871,MRI,clean,clean,Tr-pi_0093,Tr-pi_0093.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0093.jpg,1
6872,MRI,clean,clean,Tr-pi_0094,Tr-pi_0094.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0094.jpg,1
6873,MRI,clean,clean,Tr-pi_0095,Tr-pi_0095.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0095.jpg,1
6874,MRI,clean,clean,Tr-pi_0097,Tr-pi_0097.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0097.jpg,1
6875,MRI,clean,clean,Tr-pi_0098,Tr-pi_0098.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0098.jpg,1
6876,MRI,clean,clean,Tr-pi_0099,Tr-pi_0099.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0099.jpg,1
6877,MRI,clean,clean,Tr-pi_0105,Tr-pi_0105.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0105.jpg,1
6878,MRI,clean,clean,Tr-pi_0109,Tr-pi_0109.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0109.jpg,1
6879,MRI,clean,clean,Tr-pi_0110,Tr-pi_0110.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0110.jpg,1
6880,MRI,clean,clean,Tr-pi_0114,Tr-pi_0114.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0114.jpg,1
6881,MRI,clean,clean,Tr-pi_0115,Tr-pi_0115.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0115.jpg,1
6882,MRI,clean,clean,Tr-pi_0116,Tr-pi_0116.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0116.jpg,1
6883,MRI,clean,clean,Tr-pi_0117,Tr-pi_0117.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0117.jpg,1
6884,MRI,clean,clean,Tr-pi_0118,Tr-pi_0118.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0118.jpg,1
6885,MRI,clean,clean,Tr-pi_0120,Tr-pi_0120.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0120.jpg,1
6886,MRI,clean,clean,Tr-pi_0122,Tr-pi_0122.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0122.jpg,1
6887,MRI,clean,clean,Tr-pi_0123,Tr-pi_0123.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0123.jpg,1
6888,MRI,clean,clean,Tr-pi_0125,Tr-pi_0125.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0125.jpg,1
6889,MRI,clean,clean,Tr-pi_0126,Tr-pi_0126.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0126.jpg,1
6890,MRI,clean,clean,Tr-pi_0128,Tr-pi_0128.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0128.jpg,1
6891,MRI,clean,clean,Tr-pi_0129,Tr-pi_0129.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0129.jpg,1
6892,MRI,clean,clean,Tr-pi_0132,Tr-pi_0132.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0132.jpg,1
6893,MRI,clean,clean,Tr-pi_0135,Tr-pi_0135.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0135.jpg,1
6894,MRI,clean,clean,Tr-pi_0136,Tr-pi_0136.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0136.jpg,1
6895,MRI,clean,clean,Tr-pi_0137,Tr-pi_0137.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0137.jpg,1
6896,MRI,clean,clean,Tr-pi_0138,Tr-pi_0138.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0138.jpg,1
6897,MRI,clean,clean,Tr-pi_0139,Tr-pi_0139.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0139.jpg,1
6898,MRI,clean,clean,Tr-pi_0142,Tr-pi_0142.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0142.jpg,1
6899,MRI,clean,clean,Tr-pi_0145,Tr-pi_0145.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0145.jpg,1
6900,MRI,clean,clean,Tr-pi_0147,Tr-pi_0147.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0147.jpg,1
6901,MRI,clean,clean,Tr-pi_0148,Tr-pi_0148.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0148.jpg,1
6902,MRI,clean,clean,Tr-pi_0149,Tr-pi_0149.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0149.jpg,1
6903,MRI,clean,clean,Tr-pi_0150,Tr-pi_0150.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0150.jpg,1
6904,MRI,clean,clean,Tr-pi_0160,Tr-pi_0160.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0160.jpg,1
6905,MRI,clean,clean,Tr-pi_0161,Tr-pi_0161.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0161.jpg,1
6906,MRI,clean,clean,Tr-pi_0162,Tr-pi_0162.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0162.jpg,1
6907,MRI,clean,clean,Tr-pi_0163,Tr-pi_0163.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0163.jpg,1
6908,MRI,clean,clean,Tr-pi_0165,Tr-pi_0165.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0165.jpg,1
6909,MRI,clean,clean,Tr-pi_0166,Tr-pi_0166.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0166.jpg,1
6910,MRI,clean,clean,Tr-pi_0168,Tr-pi_0168.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0168.jpg,1
6911,MRI,clean,clean,Tr-pi_0169,Tr-pi_0169.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0169.jpg,1
6912,MRI,clean,clean,Tr-pi_0171,Tr-pi_0171.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0171.jpg,1
6913,MRI,clean,clean,Tr-pi_0172,Tr-pi_0172.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0172.jpg,1
6914,MRI,clean,clean,Tr-pi_0173,Tr-pi_0173.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0173.jpg,1
6915,MRI,clean,clean,Tr-pi_0174,Tr-pi_0174.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0174.jpg,1
6916,MRI,clean,clean,Tr-pi_0175,Tr-pi_0175.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0175.jpg,1
6917,MRI,clean,clean,Tr-pi_0176,Tr-pi_0176.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0176.jpg,1
6918,MRI,clean,clean,Tr-pi_0177,Tr-pi_0177.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0177.jpg,1
6919,MRI,clean,clean,Tr-pi_0178,Tr-pi_0178.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0178.jpg,1
6920,MRI,clean,clean,Tr-pi_0179,Tr-pi_0179.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0179.jpg,1
6921,MRI,clean,clean,Tr-pi_0180,Tr-pi_0180.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0180.jpg,1
6922,MRI,clean,clean,Tr-pi_0181,Tr-pi_0181.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0181.jpg,1
6923,MRI,clean,clean,Tr-pi_0182,Tr-pi_0182.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0182.jpg,1
6924,MRI,clean,clean,Tr-pi_0183,Tr-pi_0183.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0183.jpg,1
6925,MRI,clean,clean,Tr-pi_0184,Tr-pi_0184.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0184.jpg,1
6926,MRI,clean,clean,Tr-pi_0185,Tr-pi_0185.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0185.jpg,1
6927,MRI,clean,clean,Tr-pi_0186,Tr-pi_0186.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0186.jpg,1
6928,MRI,clean,clean,Tr-pi_0187,Tr-pi_0187.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0187.jpg,1
6929,MRI,clean,clean,Tr-pi_0188,Tr-pi_0188.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0188.jpg,1
6930,MRI,clean,clean,Tr-pi_0189,Tr-pi_0189.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0189.jpg,1
6931,MRI,clean,clean,Tr-pi_0190,Tr-pi_0190.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0190.jpg,1
6932,MRI,clean,clean,Tr-pi_0191,Tr-pi_0191.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0191.jpg,1
6933,MRI,clean,clean,Tr-pi_0192,Tr-pi_0192.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0192.jpg,1
6934,MRI,clean,clean,Tr-pi_0193,Tr-pi_0193.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0193.jpg,1
6935,MRI,clean,clean,Tr-pi_0194,Tr-pi_0194.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0194.jpg,1
6936,MRI,clean,clean,Tr-pi_0195,Tr-pi_0195.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0195.jpg,1
6937,MRI,clean,clean,Tr-pi_0196,Tr-pi_0196.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0196.jpg,1
6938,MRI,clean,clean,Tr-pi_0197,Tr-pi_0197.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0197.jpg,1
6939,MRI,clean,clean,Tr-pi_0198,Tr-pi_0198.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0198.jpg,1
6940,MRI,clean,clean,Tr-pi_0199,Tr-pi_0199.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0199.jpg,1
6941,MRI,clean,clean,Tr-pi_0200,Tr-pi_0200.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0200.jpg,1
6942,MRI,clean,clean,Tr-pi_0201,Tr-pi_0201.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0201.jpg,1
6943,MRI,clean,clean,Tr-pi_0202,Tr-pi_0202.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0202.jpg,1
6944,MRI,clean,clean,Tr-pi_0203,Tr-pi_0203.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0203.jpg,1
6945,MRI,clean,clean,Tr-pi_0204,Tr-pi_0204.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0204.jpg,1
6946,MRI,clean,clean,Tr-pi_0205,Tr-pi_0205.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0205.jpg,1
6947,MRI,clean,clean,Tr-pi_0206,Tr-pi_0206.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0206.jpg,1
6948,MRI,clean,clean,Tr-pi_0207,Tr-pi_0207.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0207.jpg,1
6949,MRI,clean,clean,Tr-pi_0208,Tr-pi_0208.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0208.jpg,1
6950,MRI,clean,clean,Tr-pi_0209,Tr-pi_0209.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0209.jpg,1
6951,MRI,clean,clean,Tr-pi_0210,Tr-pi_0210.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0210.jpg,1
6952,MRI,clean,clean,Tr-pi_0211,Tr-pi_0211.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0211.jpg,1
6953,MRI,clean,clean,Tr-pi_0212,Tr-pi_0212.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0212.jpg,1
6954,MRI,clean,clean,Tr-pi_0213,Tr-pi_0213.jpg,pituitary,C:\Users\hanna\Lectures\Research_Project\Codes\Dataset\vlm_prompt_dataset\pg_all\MRI\Training\pituitary\Tr-pi_0213.jpg,1
